Metro,Dimension Type,Month,Dimension,Measure,Value,YoY
Philadelphia,Job Title,2018-06,Project Manager,Median Base Pay,77399,0.005
Philadelphia,Job Title,2018-06,Store Manager,Median Base Pay,54641,0.028
Philadelphia,Job Title,2018-06,Business Analyst,Median Base Pay,69854,0.018
Philadelphia,Job Title,2018-06,Cashier,Median Base Pay,27685,0.06
Philadelphia,Job Title,2018-06,Financial Analyst,Median Base Pay,65116,0.032
Philadelphia,Job Title,2018-06,Administrative Assistant,Median Base Pay,42836,0.029
Philadelphia,Job Title,2018-06,Accountant,Median Base Pay,59051,0.035
Philadelphia,Job Title,2018-06,Sales Representative,Median Base Pay,52314,0.021
Philadelphia,Job Title,2018-06,Professor,Median Base Pay,100084,0.009
Philadelphia,Job Title,2018-06,Registered Nurse,Median Base Pay,74323,0.023
Philadelphia,Job Title,2018-06,Marketing Manager,Median Base Pay,78782,0.025
Philadelphia,Job Title,2018-06,Operations Manager,Median Base Pay,72766,0.014
Philadelphia,Job Title,2018-06,Product Manager,Median Base Pay,97395,0.033
Philadelphia,Job Title,2018-06,Sales Manager,Median Base Pay,68950,0.035
Philadelphia,Job Title,2018-06,Teacher,Median Base Pay,51821,0.039
Philadelphia,Job Title,2018-06,Bank Teller,Median Base Pay,32428,0.092
Philadelphia,Job Title,2018-06,Customer Service Manager,Median Base Pay,58574,0.042
Philadelphia,Job Title,2018-06,Physical Therapist,Median Base Pay,77134,-0.013
Philadelphia,Job Title,2018-06,Mechanical Engineer,Median Base Pay,77952,0.041
Philadelphia,Job Title,2018-06,Recruiter,Median Base Pay,53999,0.03
Philadelphia,Job Title,2018-06,Design Engineer,Median Base Pay,77645,0.066
Philadelphia,Job Title,2018-06,Pharmacy Technician,Median Base Pay,29496,0.034
Philadelphia,Job Title,2018-06,Graphic Designer,Median Base Pay,50075,0.039
Philadelphia,Job Title,2018-06,Web Developer,Median Base Pay,73362,0.053
Philadelphia,Job Title,2018-06,Business Development Manager,Median Base Pay,72392,0.054
Philadelphia,Job Title,2018-06,Data Scientist,Median Base Pay,99129,0.008
Philadelphia,Job Title,2018-06,Buyer,Median Base Pay,60324,0.034
Philadelphia,Job Title,2018-06,Data Analyst,Median Base Pay,64201,0.03
Philadelphia,Job Title,2018-06,Electrical Engineer,Median Base Pay,82122,0.027
Philadelphia,Job Title,2018-06,Attorney,Median Base Pay,109056,0.027
Philadelphia,Job Title,2018-06,Human Resources Manager,Median Base Pay,76965,0.028
Philadelphia,Job Title,2018-06,Technician,Median Base Pay,49929,0.03
Philadelphia,Job Title,2018-06,Restaurant Cook,Median Base Pay,30575,0.023
Philadelphia,Job Title,2018-06,Production Manager,Median Base Pay,67931,0.032
Philadelphia,Job Title,2018-06,Manufacturing Engineer,Median Base Pay,74696,0.016
Philadelphia,Job Title,2018-06,Retail Key Holder,Median Base Pay,31000,0.06
Philadelphia,Job Title,2018-06,Paralegal,Median Base Pay,51402,0.026
Philadelphia,Job Title,2018-06,Java Developer,Median Base Pay,81530,0.061
Philadelphia,Job Title,2018-06,Warehouse Associate,Median Base Pay,45209,0.08
Philadelphia,Job Title,2018-06,Property Manager,Median Base Pay,59889,0.054
Philadelphia,Job Title,2018-06,Producer,Median Base Pay,57768,-0.012
Philadelphia,Job Title,2018-06,Quality Engineer,Median Base Pay,77753,0.024
Philadelphia,Job Title,2018-06,Operations Analyst,Median Base Pay,60643,0.042
Philadelphia,Job Title,2018-06,Medical Assistant,Median Base Pay,37684,0.056
Philadelphia,Job Title,2018-06,Tax Manager,Median Base Pay,105589,0.062
Philadelphia,Job Title,2018-06,Technical Editor,Median Base Pay,58323,0.027
Philadelphia,Job Title,2018-06,Truck Driver,Median Base Pay,59018,0.084
Philadelphia,Job Title,2018-06,Insurance Agent,Median Base Pay,44312,0.026
Philadelphia,Job Title,2018-06,Medical Technologist,Median Base Pay,59797,0.033
Philadelphia,Job Title,2018-06,Field Engineer,Median Base Pay,69206,0.032
Philadelphia,Job Title,2018-06,Machine Operator,Median Base Pay,42966,0.027
Philadelphia,Job Title,2018-06,Communications Manager,Median Base Pay,72859,0.004
Philadelphia,Job Title,2018-06,Construction Laborer,Median Base Pay,42920,0.039
Philadelphia,Job Title,2018-06,Emergency Medical Technician,Median Base Pay,37761,0.036
Philadelphia,Job Title,2018-06,Web Designer,Median Base Pay,56985,0.003
Philadelphia,Job Title,2018-06,Maintenance Worker,Median Base Pay,42054,0.025
Philadelphia,Job Title,2018-06,Barista,Median Base Pay,23235,0.046
Philadelphia,Job Title,2018-06,Bartender,Median Base Pay,35684,0.057
Philadelphia,Job Title,2018-06,Civil Engineer,Median Base Pay,74955,0.02
Philadelphia,Job Title,2018-06,Claims Adjuster,Median Base Pay,54305,0.047
Philadelphia,Job Title,2018-06,Certified Nursing Assistant,Median Base Pay,32228,0.047
Philadelphia,Job Title,2018-06,Customer Service Representative,Median Base Pay,41180,0.034
Philadelphia,Job Title,2018-06,Delivery Driver,Median Base Pay,39644,0.031
Philadelphia,Job Title,2018-06,Financial Advisor,Median Base Pay,62248,0.057
Philadelphia,Job Title,2018-06,Licensed Practical Nurse,Median Base Pay,53552,0.035
Philadelphia,Job Title,2018-06,Loan Officer,Median Base Pay,43078,-0.023
Philadelphia,Job Title,2018-06,Maintenance Technician,Median Base Pay,46023,0.045
Philadelphia,Job Title,2018-06,Material Handler,Median Base Pay,36826,0.062
Philadelphia,Job Title,2018-06,Network Engineer,Median Base Pay,71838,-0.027
Philadelphia,Job Title,2018-06,Office Manager,Median Base Pay,52862,0.027
Philadelphia,Job Title,2018-06,Pharmacist,Median Base Pay,122265,0.041
Philadelphia,Job Title,2018-06,Process Engineer,Median Base Pay,81363,0.014
Philadelphia,Job Title,2018-06,Program Manager,Median Base Pay,80939,0.019
Philadelphia,Job Title,2018-06,Research Assistant,Median Base Pay,31872,0.01
Philadelphia,Job Title,2018-06,Restaurant Manager,Median Base Pay,53544,0.027
Philadelphia,Job Title,2018-06,Security Officer,Median Base Pay,35934,0.058
Philadelphia,Job Title,2018-06,Server,Median Base Pay,36662,0.036
Philadelphia,Job Title,2018-06,Solutions Architect,Median Base Pay,113315,0.052
Philadelphia,Job Title,2018-06,Systems Engineer,Median Base Pay,80235,0.03
Philadelphia,Job Title,2018-06,Technical Support,Median Base Pay,50832,0.041
Philadelphia,Job Title,2018-06,UX Designer,Median Base Pay,76666,0.009
Houston,Job Title,2018-06,Software Engineer,Median Base Pay,85420,0.023
Houston,Job Title,2018-06,Programmer Analyst,Median Base Pay,71762,0.01
Houston,Job Title,2018-06,Consultant,Median Base Pay,81732,0.022
Houston,Job Title,2018-06,Project Manager,Median Base Pay,82976,-0.001
Houston,Job Title,2018-06,Store Manager,Median Base Pay,52230,0.022
Houston,Job Title,2018-06,Business Analyst,Median Base Pay,72276,0.012
Houston,Job Title,2018-06,Cashier,Median Base Pay,27232,0.053
Houston,Job Title,2018-06,Financial Analyst,Median Base Pay,69680,0.026
Houston,Job Title,2018-06,Administrative Assistant,Median Base Pay,42652,0.023
Houston,Job Title,2018-06,Accountant,Median Base Pay,60052,0.029
Houston,Job Title,2018-06,Sales Representative,Median Base Pay,50748,0.015
Houston,Job Title,2018-06,Professor,Median Base Pay,100301,0.003
Houston,Job Title,2018-06,Registered Nurse,Median Base Pay,72697,0.017
Houston,Job Title,2018-06,Marketing Manager,Median Base Pay,75293,0.019
Houston,Job Title,2018-06,Operations Manager,Median Base Pay,72154,0.008
Houston,Job Title,2018-06,Product Manager,Median Base Pay,99767,0.027
Houston,Job Title,2018-06,Sales Manager,Median Base Pay,68829,0.028
Houston,Job Title,2018-06,Teacher,Median Base Pay,52121,0.033
Houston,Job Title,2018-06,Bank Teller,Median Base Pay,30959,0.086
Houston,Job Title,2018-06,Customer Service Manager,Median Base Pay,56086,0.036
Houston,Job Title,2018-06,Physical Therapist,Median Base Pay,73766,-0.019
Houston,Job Title,2018-06,Mechanical Engineer,Median Base Pay,82118,0.035
Houston,Job Title,2018-06,Recruiter,Median Base Pay,54597,0.024
Houston,Job Title,2018-06,Design Engineer,Median Base Pay,84429,0.06
Houston,Job Title,2018-06,Pharmacy Technician,Median Base Pay,32856,0.027
Houston,Job Title,2018-06,Graphic Designer,Median Base Pay,48617,0.033
Houston,Job Title,2018-06,Web Developer,Median Base Pay,74048,0.047
Houston,Job Title,2018-06,Business Development Manager,Median Base Pay,78692,0.047
Houston,Job Title,2018-06,Data Scientist,Median Base Pay,104052,0.002
Houston,Job Title,2018-06,Buyer,Median Base Pay,60891,0.027
Houston,Job Title,2018-06,Data Analyst,Median Base Pay,64763,0.024
Houston,Job Title,2018-06,Electrical Engineer,Median Base Pay,84365,0.02
Houston,Job Title,2018-06,Attorney,Median Base Pay,123411,0.021
Houston,Job Title,2018-06,Human Resources Manager,Median Base Pay,80625,0.022
Houston,Job Title,2018-06,Technician,Median Base Pay,49473,0.024
Houston,Job Title,2018-06,Restaurant Cook,Median Base Pay,27073,0.017
Houston,Job Title,2018-06,Production Manager,Median Base Pay,69895,0.026
Houston,Job Title,2018-06,Manufacturing Engineer,Median Base Pay,76339,0.009
Houston,Job Title,2018-06,Retail Key Holder,Median Base Pay,29717,0.054
Houston,Job Title,2018-06,Paralegal,Median Base Pay,55473,0.019
Houston,Job Title,2018-06,Java Developer,Median Base Pay,86587,0.055
Houston,Job Title,2018-06,Warehouse Associate,Median Base Pay,42646,0.073
Houston,Job Title,2018-06,Property Manager,Median Base Pay,54441,0.048
Houston,Job Title,2018-06,Producer,Median Base Pay,57212,-0.018
Houston,Job Title,2018-06,Quality Engineer,Median Base Pay,76512,0.017
Houston,Job Title,2018-06,Operations Analyst,Median Base Pay,63863,0.036
Houston,Job Title,2018-06,Medical Assistant,Median Base Pay,36565,0.05
Houston,Job Title,2018-06,Tax Manager,Median Base Pay,106022,0.056
Houston,Job Title,2018-06,Technical Editor,Median Base Pay,58074,0.02
Houston,Job Title,2018-06,Truck Driver,Median Base Pay,55828,0.078
Houston,Job Title,2018-06,Insurance Agent,Median Base Pay,38115,0.019
Houston,Job Title,2018-06,Medical Technologist,Median Base Pay,55686,0.027
Houston,Job Title,2018-06,Field Engineer,Median Base Pay,72383,0.026
Houston,Job Title,2018-06,Machine Operator,Median Base Pay,39837,0.021
Houston,Job Title,2018-06,Communications Manager,Median Base Pay,70059,-0.003
Houston,Job Title,2018-06,Construction Laborer,Median Base Pay,37519,0.033
Houston,Job Title,2018-06,Emergency Medical Technician,Median Base Pay,38122,0.029
Houston,Job Title,2018-06,Web Designer,Median Base Pay,54607,-0.003
Houston,Job Title,2018-06,Maintenance Worker,Median Base Pay,41107,0.019
Houston,Job Title,2018-06,Barista,Median Base Pay,22222,0.04
Houston,Job Title,2018-06,Bartender,Median Base Pay,36647,0.05
Houston,Job Title,2018-06,Civil Engineer,Median Base Pay,77103,0.013
Houston,Job Title,2018-06,Claims Adjuster,Median Base Pay,52154,0.041
Houston,Job Title,2018-06,Certified Nursing Assistant,Median Base Pay,28536,0.041
Houston,Job Title,2018-06,Customer Service Representative,Median Base Pay,38064,0.027
Houston,Job Title,2018-06,Delivery Driver,Median Base Pay,36671,0.025
Houston,Job Title,2018-06,Financial Advisor,Median Base Pay,53096,0.05
Houston,Job Title,2018-06,Licensed Practical Nurse,Median Base Pay,46644,0.029
Houston,Job Title,2018-06,Loan Officer,Median Base Pay,43001,-0.029
Houston,Job Title,2018-06,Maintenance Technician,Median Base Pay,43824,0.039
Houston,Job Title,2018-06,Material Handler,Median Base Pay,36443,0.055
Houston,Job Title,2018-06,Network Engineer,Median Base Pay,73735,-0.033
Houston,Job Title,2018-06,Office Manager,Median Base Pay,50509,0.02
Houston,Job Title,2018-06,Pharmacist,Median Base Pay,117194,0.034
Houston,Job Title,2018-06,Process Engineer,Median Base Pay,90780,0.008
Houston,Job Title,2018-06,Program Manager,Median Base Pay,79925,0.012
Houston,Job Title,2018-06,Research Assistant,Median Base Pay,30870,0.004
Houston,Job Title,2018-06,Restaurant Manager,Median Base Pay,53552,0.02
Houston,Job Title,2018-06,Security Officer,Median Base Pay,35873,0.052
Houston,Job Title,2018-06,Server,Median Base Pay,31106,0.03
Houston,Job Title,2018-06,Solutions Architect,Median Base Pay,107283,0.045
Houston,Job Title,2018-06,Systems Engineer,Median Base Pay,76156,0.024
Houston,Job Title,2018-06,Technical Support,Median Base Pay,49234,0.034
Houston,Job Title,2018-06,UX Designer,Median Base Pay,80679,0.003
Seattle,Job Title,2018-06,Software Engineer,Median Base Pay,113718,0.027
Seattle,Job Title,2018-06,Programmer Analyst,Median Base Pay,85859,0.014
Seattle,Job Title,2018-06,Consultant,Median Base Pay,88272,0.026
Seattle,Job Title,2018-06,Project Manager,Median Base Pay,84002,0.003
Seattle,Job Title,2018-06,Store Manager,Median Base Pay,58966,0.026
Seattle,Job Title,2018-06,Business Analyst,Median Base Pay,78345,0.016
Seattle,Job Title,2018-06,Cashier,Median Base Pay,35233,0.057
Seattle,Job Title,2018-06,Financial Analyst,Median Base Pay,74254,0.03
Seattle,Job Title,2018-06,Administrative Assistant,Median Base Pay,48625,0.027
Seattle,Job Title,2018-06,Accountant,Median Base Pay,63030,0.033
Seattle,Job Title,2018-06,Sales Representative,Median Base Pay,54958,0.019
Seattle,Job Title,2018-06,Professor,Median Base Pay,101230,0.007
Seattle,Job Title,2018-06,Registered Nurse,Median Base Pay,78596,0.021
Seattle,Job Title,2018-06,Marketing Manager,Median Base Pay,89016,0.023
Seattle,Job Title,2018-06,Operations Manager,Median Base Pay,78622,0.012
Seattle,Job Title,2018-06,Product Manager,Median Base Pay,113955,0.031
Seattle,Job Title,2018-06,Sales Manager,Median Base Pay,74549,0.032
Seattle,Job Title,2018-06,Teacher,Median Base Pay,55508,0.037
Seattle,Job Title,2018-06,Bank Teller,Median Base Pay,34937,0.09
Seattle,Job Title,2018-06,Customer Service Manager,Median Base Pay,63966,0.04
Seattle,Job Title,2018-06,Physical Therapist,Median Base Pay,74828,-0.015
Seattle,Job Title,2018-06,Mechanical Engineer,Median Base Pay,84849,0.039
Seattle,Job Title,2018-06,Recruiter,Median Base Pay,63168,0.028
Seattle,Job Title,2018-06,Design Engineer,Median Base Pay,86000,0.064
Seattle,Job Title,2018-06,Pharmacy Technician,Median Base Pay,41675,0.032
Seattle,Job Title,2018-06,Graphic Designer,Median Base Pay,60169,0.037
Seattle,Job Title,2018-06,Web Developer,Median Base Pay,88982,0.051
Seattle,Job Title,2018-06,Business Development Manager,Median Base Pay,85685,0.052
Seattle,Job Title,2018-06,Data Scientist,Median Base Pay,124038,0.006
Seattle,Job Title,2018-06,Buyer,Median Base Pay,70753,0.031
Seattle,Job Title,2018-06,Data Analyst,Median Base Pay,71924,0.028
Seattle,Job Title,2018-06,Electrical Engineer,Median Base Pay,90784,0.024
Seattle,Job Title,2018-06,Attorney,Median Base Pay,115713,0.025
Seattle,Job Title,2018-06,Human Resources Manager,Median Base Pay,85346,0.026
Seattle,Job Title,2018-06,Technician,Median Base Pay,54086,0.028
Seattle,Job Title,2018-06,Restaurant Cook,Median Base Pay,34878,0.021
Seattle,Job Title,2018-06,Production Manager,Median Base Pay,71508,0.03
Seattle,Job Title,2018-06,Manufacturing Engineer,Median Base Pay,79104,0.013
Seattle,Job Title,2018-06,Retail Key Holder,Median Base Pay,35579,0.058
Seattle,Job Title,2018-06,Paralegal,Median Base Pay,62805,0.023
Seattle,Job Title,2018-06,Java Developer,Median Base Pay,89884,0.059
Seattle,Job Title,2018-06,Warehouse Associate,Median Base Pay,54524,0.077
Seattle,Job Title,2018-06,Property Manager,Median Base Pay,61885,0.052
Seattle,Job Title,2018-06,Producer,Median Base Pay,77261,-0.014
Seattle,Job Title,2018-06,Quality Engineer,Median Base Pay,83880,0.021
Seattle,Job Title,2018-06,Operations Analyst,Median Base Pay,67963,0.04
Seattle,Job Title,2018-06,Medical Assistant,Median Base Pay,46548,0.054
Seattle,Job Title,2018-06,Tax Manager,Median Base Pay,107457,0.06
Seattle,Job Title,2018-06,Technical Editor,Median Base Pay,82956,0.024
Seattle,Job Title,2018-06,Truck Driver,Median Base Pay,58442,0.082
Seattle,Job Title,2018-06,Insurance Agent,Median Base Pay,41725,0.023
Seattle,Job Title,2018-06,Medical Technologist,Median Base Pay,65245,0.031
Seattle,Job Title,2018-06,Field Engineer,Median Base Pay,75112,0.03
Seattle,Job Title,2018-06,Machine Operator,Median Base Pay,43496,0.025
Seattle,Job Title,2018-06,Communications Manager,Median Base Pay,83196,0.001
Seattle,Job Title,2018-06,Construction Laborer,Median Base Pay,51864,0.037
Seattle,Job Title,2018-06,Emergency Medical Technician,Median Base Pay,41035,0.033
Seattle,Job Title,2018-06,Web Designer,Median Base Pay,63251,0
Seattle,Job Title,2018-06,Maintenance Worker,Median Base Pay,54011,0.023
Seattle,Job Title,2018-06,Barista,Median Base Pay,29065,0.044
Seattle,Job Title,2018-06,Bartender,Median Base Pay,39226,0.055
Seattle,Job Title,2018-06,Civil Engineer,Median Base Pay,76441,0.017
Seattle,Job Title,2018-06,Claims Adjuster,Median Base Pay,55561,0.045
Seattle,Job Title,2018-06,Certified Nursing Assistant,Median Base Pay,37171,0.045
Seattle,Job Title,2018-06,Customer Service Representative,Median Base Pay,44559,0.031
Seattle,Job Title,2018-06,Delivery Driver,Median Base Pay,46387,0.029
Seattle,Job Title,2018-06,Financial Advisor,Median Base Pay,55556,0.055
Seattle,Job Title,2018-06,Licensed Practical Nurse,Median Base Pay,52522,0.033
Seattle,Job Title,2018-06,Loan Officer,Median Base Pay,46988,-0.025
Seattle,Job Title,2018-06,Maintenance Technician,Median Base Pay,51839,0.043
Seattle,Job Title,2018-06,Material Handler,Median Base Pay,41017,0.059
Seattle,Job Title,2018-06,Network Engineer,Median Base Pay,86640,-0.029
Seattle,Job Title,2018-06,Office Manager,Median Base Pay,57320,0.024
Seattle,Job Title,2018-06,Pharmacist,Median Base Pay,128659,0.038
Seattle,Job Title,2018-06,Process Engineer,Median Base Pay,89955,0.012
Seattle,Job Title,2018-06,Program Manager,Median Base Pay,100891,0.016
Seattle,Job Title,2018-06,Research Assistant,Median Base Pay,33756,0.008
Seattle,Job Title,2018-06,Restaurant Manager,Median Base Pay,54634,0.024
Seattle,Job Title,2018-06,Security Officer,Median Base Pay,45984,0.056
Seattle,Job Title,2018-06,Server,Median Base Pay,37780,0.034
Seattle,Job Title,2018-06,Solutions Architect,Median Base Pay,118935,0.05
